Total Label: 5065


Location			Name								Type
8012f1f8			Droid3Anim								Data Label
801677ec			switchdataD_801677ec								Data Label
803d33f0			SS_TrackDone								Data Label
803d4bb0			flush_flag								Data Label
80169bf0			switchdataD_80169bf0								Data Label
803d3f2c			__OSLastInterruptSrr0								Data Label
803d276c			spin								Data Label
803d2a88			NEWLIFEOBJSX								Data Label
803d2b14			FIREBOSSBARX								Data Label
80123a80			blanks.20								Data Label
803d2890			bgload_objtarg								Data Label
80124950			CMD_BEE								Data Label
803d272c			memcard_loadcompleted								Data Label
80167518			@340								Data Label
803d4484			SAFEY								Data Label
803d31dc			memexternal								Data Label
803d3d4c			nufile								Data Label
801445c8			tMEMCARDRETRY								Data Label
80160e04			XFLightDir								Data Label
803d33d0			curstream								Data Label
803d2d64			WBYTiltScale								Data Label
803d4148			__AR_BlockLength								Data Label
803d2a60			LIVESTXTSX								Data Label
803d2654			i_projectile								Data Label
803d2f34			RockPanelSlideSpeed								Data Label
80144040			tFRUITBAZOOKA								Data Label
8016ab7c			@467								Data Label
8016aa8c			@409								Data Label
8013c7c8			InMechPos								Data Label
8011b568			D3DDIRTYFROMRENDERSTATE								Data Label
803d4d40			P1								Data Label
803d2cf8			SatelliteRad								Data Label
803d3dd0			copyClks								Data Label
8016aa98			@414								Data Label
80306de4			FlashCrate								Data Label
803d39e0			@410								Data Label
803d44a4			tumble_moveduration								Data Label
803d47cc			plr_tocam_wait								Data Label
803d236c			last_questionmark_extralife								Data Label
8011ff80			D3DTEXTUREDIRECTENCODE								Data Label
803250cc			probespk								Data Label
8010d67c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4648			death_pPLAT								Data Label
803d320c			PS2_VCNTR_Y								Data Label
80137524			SmokeyAndTheBandicootModelList								Data Label
803d330c			GS_ZCmpEnable								Data Label
803d2c44			WBTILTZSCALE								Data Label
80165b60			@74								Data Label
801445b0			tTCR_SAVEBANK								Data Label
801448c8			tCANTDOWNLOAD								Data Label
803d45f0			nCheckLetters								Data Label
8012c4c8			CrashAnim_MOSQUITO								Data Label
803d3d68			g_pd3dDevice								Data Label
803d4c28			pS2								Data Label
803d42e8			SamplingRate								Data Label
80217794			SNworkspace								Data Label
80165810			lower.9								Data Label
803d3cd4			vsdata								Data Label
803d26d8			BOSSBREATHVOL								Data Label
80166444			@96								Data Label
803d2a50			WUMPATXTSX								Data Label
803d4870			BigGunIndx								Data Label
803d4f20			pio4lo								Data Label
803d44f0			cutang_SPACE								Data Label
8012fa08			AshCrashAnim								Data Label
80143db8			tRELICS								Data Label
803d3d98			ClientImage								Data Label
801441c0			tSNEAKSHOES								Data Label
80126be8			CMD_DINGODILEFLAME								Data Label
803cd074			myLightObj								Data Label
803d2988			i_jkeepsfx								Data Label
803d3c94			LastFireButton.174								Data Label
8036cd08			edanim_cam_pos								Data Label
803d2c1c			WBTARGSPEED								Data Label
803d3324			GS_Parallax								Data Label
803ccfb4			PointLightGSLight								Data Label
803d2770			spintarget								Data Label
803d1cdc			CV_LIGHT3_POS								Data Label
80122d94			D3DTEXTUREDIRECTENCODE								Data Label
803ac6c8			tertempvec4								Data Label
803d269c			FIREBOSSHOLDPLAYERTIME								Data Label
803543e8			EarthBossAimLocation								Data Label
801615ac			__MIXPanTableL								Data Label
80135850			GameCut_SPACE_2CRYSTALS								Data Label
803d4978			freedebkeyptr								Data Label
80134f20			Space_WEATHER_2CRYSTALS_PlayList								Data Label
803d4ac8			stritot								Data Label
803d2aa4			force_panel_items_update								Data Label
80105ac0			D3DTEXTUREDIRECTENCODE								Data Label
80105ad0			D3DDIRTYFROMRENDERSTATE								Data Label
80144460			tCONFIRMFORMAT								Data Label
8012f450			CrunchAnim								Data Label
80120a4c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d2f64			MAXRAD								Data Label
80123588			D3DTEXTUREDIRECTENCODE								Data Label
8012e2e0			SealAnim								Data Label
803d1bc0			BufferTypes								Data Label
803d2464			SaveMenu								Data Label
8032cd50			TTScrPos								Data Label
8012eec8			LizardAnim								Data Label
80169928			@292								Data Label
803d4510			torndist								Data Label
8034383c			WeatherBossCamMtx								Data Label
803d3250			ActualBasisVBSize								Data Label
8010daec			D3DDIRTYFROMTEXTURESTATE								Data Label
803d2b64			musicvol_mul								Data Label
803d31bc			cc								Data Label
80392f24			WallSplList								Data Label
801285ec			CMD_STARFISH								Data Label
8011b310			D3DDIRTYFROMRENDERSTATE								Data Label
803d47fc			FlyingLevelVictoryDance								Data Label
803ccb70			ffs								Data Label
803d4bcc			GS_SkinVertexSource								Data Label
803d26c4			FOOTRUMBLEPOWER								Data Label
803d40a0			CurrTiming								Data Label
803d3104			IsStencil								Data Label
803d2d58			WBCamY								Data Label
803ac688			tertempmat								Data Label
80167418			@138								Data Label
80233278			cmdFixDevice$326								Data Label
80136c24			v010								Data Label
803ccd64			GS_MatWorld								Data Label
80120ef4			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4904			HitMag								Data Label
803d4d38			L6								Data Label
803d3d10			xdeflabtabcnt								Data Label
8032cd28			MenuTimer								Data Label
803d31d8			alloccnt								Data Label
803d32f8			GS_ScreenHeight								Data Label
803d471c			WallOfFireOn								Data Label
803d5950			two_over_pi								Data Label
803d2450			FONT3D_JSCALEDX								Data Label
803d27b8			wumpa_scene								Data Label
803d31f8			nusound_fade_start								Data Label
8013d120			MineCartMoveInfo								Data Label
801209c0			D3DDIRTYFROMRENDERSTATE								Data Label
80120e58			D3DTEXTUREDIRECTENCODE								Data Label
80134590			GameCut_WATER_BOSS								Data Label
803d2430			SPACEMASKADJUSTY								Data Label
803381b8			Lights								Data Label
8016a538			switchdataD_8016a538								Data Label
803d3970			__CARDVendorID								Data Label
803d3e54			__DTKFlushCallback								Data Label
803d24c4			hub_vr_yrot								Data Label
80343818			WeatherBossFirePoint								Data Label
80165d8c			@49								Data Label
8012e748			ZoffaNTropyAnim								Data Label
8013d1b0			TubLinkCR								Data Label
801370a8			MedievalMadnessModelList								Data Label
8016a3cc			GXEurgb60Hz240Int								Data Label
803d1f4c			CV_WORLDVIEW								Data Label
803d4000			LastState								Data Label
8011b558			D3DTEXTUREDIRECTENCODE								Data Label
803d3fec			ResetRequired								Data Label
803d4660			bonus_finished								Data Label
803d43f8			temp_crate_type								Data Label
801b6c4c			ot								Data Label
803d27d8			screendump								Data Label
80143920			PlaceName								Data Label
8011e518			D3DSIMPLERENDERSTATEENCODE								Data Label
80166248			@386								Data Label
803d4be8			Red								Data Label
803d297c			OFFROADERSPEEDTIME								Data Label
803d428c			__GXCurrentBP								Data Label
80161fa0			SyFontBitmap								Data Label
8012ed90			AtlasSphereAnim								Data Label
80143b60			tBESTTIME								Data Label
803d4048			LastReadFinished								Data Label
803d28a0			bobscale								Data Label
803252f0			hublevelopen								Data Label
8016c738			TweenTargPos.214								Data Label
8012e4f0			NinjaAnim								Data Label
802166c8			CardStatTemplateRead								Data Label
801677ac			@331								Data Label
80161d78			REMAP_CRASHESTOASHES								Data Label
80166ab8			...data.0								Data Label
80106124			D3DDIRTYFROMTEXTURESTATE								Data Label
803ccde8			GS_CurMat								Data Label
8011faf4			D3DTEXTUREDIRECTENCODE								Data Label
8016622c			@385								Data Label
80143c80			tDONE								Data Label
803d3be0			drain_wawa_ok								Data Label
803d2394			plr_died								Data Label
803d3ca8			VehCamY.366								Data Label
80143470			HubName								Data Label
8016ca94			WeatherStartPos								Data Label
803d5734			@130								Data Label
8032c6a8			WScr								Data Label
803d2d50			WeatherCamDistZ								Data Label
803d447c			plr_wumpas								Data Label
803d25c4			NotEnoughSpace_NewGame								Data Label
803d2e50			FireVal								Data Label
803d2bd0			TORPTARGAQUIREBLEEPTIME								Data Label
803d2a70			BONUSCRATEOBJSX								Data Label
803d33bc			GS_CurrentTexture								Data Label
803d2400			cut_load_framecount								Data Label
803d3da0			HostId								Data Label
80218ee8			__OSErrorTable								Data Label
803d2338			highlighted_crate								Data Label
801656f4			context								Data Label
803d4a04			edobj_particle_mode								Data Label
803d2c34			WBLIMX								Data Label
801653d8			Lockupbuffer1								Data Label
803d233c			current_selected_crate								Data Label
8034a244			GliderBulletReflectPos								Data Label
803d3cd0			vscnt								Data Label
803d2e3c			EYEATTACKVOL								Data Label
80352cb4			ebpos								Data Label
803d3f98			FstStringStart								Data Label
8011be90			D3DSIMPLERENDERSTATEENCODE								Data Label
802333a0			__GBA								Data Label
803d2fec			edpp_emitrotz								Data Label
803d40d0			SamplingCallback								Data Label
8010e868			D3DTEXTUREDIRECTENCODE								Data Label
8016cec4			vpcmtx								Data Label
8038af18			NuWindMtxs								Data Label
80167820			@936								Data Label
80166300			...data.0								Data Label
803d3200			GLOBALOFFSET								Data Label
803d4cd0			dp_l								Data Label
80111e74			D3DDIRTYFROMRENDERSTATE								Data Label
803d5cf8			pio2_1								Data Label
800d4fe4			PCinit								Data Label
803d4690			superbuffer_base								Data Label
803d307c			spectid								Data Label
803d23b4			plr_allow_jump								Data Label
803d4e80			two54								Data Label
803d58e4			C3								Data Label
803d3f94			FstStart								Data Label
80128724			CMD_SNOWHOG								Data Label
801291f8			CMD_FISHY								Data Label
803d2e38			BEAMVOL								Data Label
803d253c			qseed								Data Label
803d476c			pause_src_mtl								Data Label
803d20bc			CV_COLOR_TYPE								Data Label
8016ac30			D54								Data Label
801334f4			cutcamlook_FRONTEND								Data Label
803d2d1c			SPACETORNADOSCALE								Data Label
80165610			commandtable								Data Label
801210a0			D3DTEXTUREDIRECTENCODE								Data Label
80144298			tPRESSSTARTBUTTON								Data Label
803d3450			saveload_cardformatted								Data Label
8016bb48			space_ukapos								Data Label
8021ad20			Type								Data Label
80134370			GameCut_WATER_4CRYSTALS								Data Label
803d47b0			WeatherBossSkeletonTimer								Data Label
803d43a0			ResetAtlasCamera								Data Label
80167d40			ResetFunctionInfo								Data Label
80144c08			ZepplinGliderOffset								Data Label
80143cb0			tEXIT								Data Label
8010dc90			D3DTEXTUREDIRECTENCODE								Data Label
803d3318			GS_BlendEnable								Data Label
803d3374			GS_EnableLightingFlag								Data Label
803d2614			CPLDELAY								Data Label
80123a90			zeroes.21								Data Label
80161dc0			REMAP_GHOSTTOWN								Data Label
803d57d4			@126								Data Label
8010eb50			D3DTEXTUREDIRECTENCODE								Data Label
80144628			tCORRUPTED								Data Label
803d454c			maskx								Data Label
801665d4			@62								Data Label
8010fd80			D3DTEXTUREDIRECTENCODE								Data Label
803d1c9c			CV_LIGHT3_COLOR								Data Label
803d24c2			hub_vr_xrot								Data Label
803d2a68			BONUSWUMPAOBJSX								Data Label
8021e1a0			__AXOutBuffer								Data Label
803d4694			new_power								Data Label
803d41c4			__AXClMode								Data Label
803d33e8			__AMPendingReads								Data Label
80104e18			D3DTEXTUREDIRECTENCODE								Data Label
80142e40			SfxTabSPACE								Data Label
80166c4c			@800								Data Label
803d4b78			frame_counter								Data Label
803d2b90			BumpSpeed								Data Label
80165ee8			@352								Data Label
803d563c			@98								Data Label
8012f7b0			PygmyAnim								Data Label
803d4458			plr_lives								Data Label
80144c44			TORNADOCAMIDEAL								Data Label
80160cb4			padmap								Data Label
80123b10			lconv								Data Label
803d3380			lightnegz								Data Label
803d2c78			WBFRICY								Data Label
803d2c38			WBMINY								Data Label
80165608			_dtors								Data Label
803d4030			ResetOccurred								Data Label
80123dec			CMD_DONKEY								Data Label
803cca34			debmtx								Data Label
803d4964			globaltime								Data Label
801606f0			working_dir								Data Label
803d3e0c			GS_TexMapCount								Data Label
803d56d8			@181								Data Label
803d3010			do_chars								Data Label
8012c618			CrashAnim_GYRO								Data Label
803d42f8			FontData								Data Label
803d4a2c			NuBridgeProc								Data Label
803d4280			GXOverflowSuspendInProgress								Data Label
803d25b0			ForceRestart								Data Label
80344f48			HovaBlimp								Data Label
803d3894			last_lc_ctype.4								Data Label
80121558			D3DTEXTUREDIRECTENCODE								Data Label
803d4a68			situtotal								Data Label
803d1dcc			matProj								Data Label
803d3ff0			CancelAllSyncComplete								Data Label
801341d0			GameCut_WATER_2CRYSTALS								Data Label
801333c4			csd_outro								Data Label
8011e154			D3DDIRTYFROMTEXTURESTATE								Data Label
803d2740			memcard_formatme								Data Label
803d43c0			death_duration								Data Label
803d470c			JeepIntroLookSpline								Data Label
8016a8b8			switchdataD_8016a8b8								Data Label
80166360			@92								Data Label
8010f4dc			D3DDIRTYFROMTEXTURESTATE								Data Label
8031170c			BoxExpList								Data Label
803d4a08			edobj_sound_mode								Data Label
8016c970			buf.159								Data Label
803d3e98			OldTime3.21								Data Label
803d4aa4			PlatCrush								Data Label
80161d34			REMAP_THATSINKINGFEELING								Data Label
803d2490			cortex_continue_i								Data Label
8016a834			switchdataD_8016a834								Data Label
80169bf0			@252								Data Label
803d2b30			PANELRINGSIZE								Data Label
801678e0			@74								Data Label
803d2974			SCOOTERJUMPPAUSEFRAME								Data Label
803d45cc			hubleveltext_open								Data Label
803d442c			temp_anim_speed								Data Label
80169b88			switchdataD_80169b88								Data Label
803d23b8			LIGHTCREATURES								Data Label
803d2f80			ROCKSCALE								Data Label
80140350			SfxTabBANZAI								Data Label
803d22dc			tCamRail								Data Label
803d3c8c			level_fogcolour								Data Label
8016a174			GXMpal480IntAa								Data Label
8021665c			CardStatTemplate								Data Label
803d2edc			AtlasEmbeddedFrame								Data Label
803d394c			XPatchBits								Data Label
801290d8			CMD_IDLELABGUY								Data Label
803d5798			@45								Data Label
80302854			cRPos								Data Label
80144d34			CrashteroidsStart								Data Label
802101d8			cmtx								Data Label
803d28f0			mg_wumpacore_spd								Data Label
803d4534			water2								Data Label
80136cb8			EskimoRollModelList								Data Label
80136f84			BamboozledModelList								Data Label
80121568			D3DDIRTYFROMRENDERSTATE								Data Label
8013ff00			SfxTabJUNGLE								Data Label
803d4b38			NuRndrFootFree								Data Label
803d3338			curramover								Data Label
803d2868			DRAWWUMPAHACK								Data Label
8012f120			CactusAnim								Data Label
80128bb0			CMD_HARPOONIST								Data Label
8010cd3c			D3DDIRTYFROMTEXTURESTATE								Data Label
80306dbc			HighlightCrate								Data Label
80135d18			rsfxJung								Data Label
803d483c			SatelliteCharacterId								Data Label
803d4764			ShadowMat								Data Label
803d267c			Replay								Data Label
803c8718			waterUVOffset								Data Label
803d2944			hCopyFilesThread								Data Label
803d2928			bgloadgibberscale								Data Label
803d4c90			pi_lo								Data Label
803d4208			__AXSpbABS								Data Label
8012c360			uvs								Data Label
803d2de4			EYEBOLTFIRESCALEX								Data Label
80119884			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4a60			TerrPoly								Data Label
8011f878			D3DDIRTYFROMRENDERSTATE								Data Label
803d3038			ropeu1								Data Label
80105f40			D3DSIMPLERENDERSTATEENCODE								Data Label
803d4468			superbuffer_ptr								Data Label
80214ea0			__block_for_run_callback								Data Label
803d2b78			BATTLESHIPBVOLUME								Data Label
803d25bc			advice_wait								Data Label
80165808			exception_notification_packet								Data Label
8021e958			task								Data Label
803d3f40			ResetFunctionQueue								Data Label
803d2c54			WBTARGHOMESPEED								Data Label
803d27f8			loadcount								Data Label
803d24e0			last_hub								Data Label
8010eb60			D3DDIRTYFROMRENDERSTATE								Data Label
8016e560			light								Data Label
803d4c38			pS4								Data Label
803d3140			tpid								Data Label
8012ef40			ShipIconAnim								Data Label
803d2f0c			FORMSOUNDTIME								Data Label
80232f38			FifoObj								Data Label
80325314			hubwarp_oldpos								Data Label
80122864			D3DDIRTYFROMTEXTURESTATE								Data Label
8012f378			UFOAnim								Data Label
803d58e8			C4								Data Label
8013a4b8			vLSZ								Data Label
803d448c			plr_vehicle_speedmul								Data Label
801669e4			@43								Data Label
803d289c			bobrate								Data Label
803d2fb8			render_debris_enabled								Data Label
803d27c8			font3d_scene								Data Label
80352cf0			JeepRock								Data Label
803d2f00			ebgo								Data Label
803d4b10			NuLightAddMat								Data Label
803d4b3c			NuRndrShadMaskCount								Data Label
803d466c			finish_angle								Data Label
80350900			BazookaTokenPos								Data Label
8011ba90			D3DTEXTUREDIRECTENCODE								Data Label
803d30b8			num_stored_lights								Data Label
803d334c			PrintError								Data Label
803d2520			TT_RELICX								Data Label
803d333c			maxramover								Data Label
8016cf84			icsmtx								Data Label
80121310			D3DDIRTYFROMRENDERSTATE								Data Label
803d2dd4			WBMASKCHESTRAD								Data Label
80169e68			GXNtsc240Int								Data Label
803d3dcc			clrPixIn								Data Label
803d5d60			twom25								Data Label
803d304c			TerrPlatDis								Data Label
803d4b24			NuLgtArcLaserOldCnt								Data Label
80108704			D3DDIRTYFROMTEXTURESTATE								Data Label
803d46d2			temp_roof_xrot								Data Label
803d3db0			rmode								Data Label
8012ed18			TinyAnim								Data Label
80123624			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4d68			lg2								Data Label
803d25d8			dme_symul								Data Label
8012f630			HoloCrunchHeadAnim								Data Label
801191b0			D3DDIRTYFROMRENDERSTATE								Data Label
803d40b0			Initialized								Data Label
803d2764			SLOTPANELDX								Data Label
801204e8			D3DTEXTUREDIRECTENCODE								Data Label
803d2a80			BONUSPANELSY								Data Label
803d4024			ResetCoverCallback								Data Label
8012dfb0			WarthogAnim								Data Label
803d2b80			SeekTiltZOveride								Data Label
80324e90			maskpos								Data Label
8013c71c			ExhaustPos								Data Label
80143d10			tSFXVOLUME								Data Label
80236830			ai_lookpos								Data Label
803d3488			ForceShader								Data Label
8033df28			DebMat								Data Label
803d255c			LIGHTMASK								Data Label
8011df70			D3DSIMPLERENDERSTATEENCODE								Data Label
803b7de0			VtxBuffer								Data Label
8013cc88			world_scene2								Data Label
801657d7			waitstr								Data Label
8012edc0			PyRoAnim								Data Label
8016caf8			visidat								Data Label
80144550			tTCR_CONTENTPROTECTIONFAULT								Data Label
803d2584			TTINPUTPDY								Data Label
803d2468			BackMenu								Data Label
803d2640			BAZOOKATARGETHACK								Data Label
8033f0f8			gyropos								Data Label
803d5858			ivln10								Data Label
8011e0b8			D3DTEXTUREDIRECTENCODE								Data Label
8010fe1c			D3DDIRTYFROMTEXTURESTATE								Data Label
801449b8			tFSERR3								Data Label
803d4750			AMBIENTCOUNT								Data Label
803d2480			Paused								Data Label
8034a65c			ExtroStillInterest								Data Label
803d3d28			dynamicWaterHeightSourceTex								Data Label
8020c298			rndr_blend_shape_deformer_wt_ptrs								Data Label
803d3e78			aFPS.16								Data Label
801428d0			SfxTabFRONTEND								Data Label
8022aa00			__AXVPB								Data Label
803d2a54			CRATEOBJSX								Data Label
80226a00			__AXUpdates								Data Label
803d46b0			FlyingLevelExtro								Data Label
8012f8b8			BuggyAnim								Data Label
80219098			IdleThread								Data Label
803213d4			rbclass								Data Label
80166fbc			@809								Data Label
803d392c			@40								Data Label
803d4b28			NuLgtArcMtl								Data Label
8012d608			UkaUkaAnim								Data Label
801448b0			tDOWNLOADING								Data Label
8011d220			D3DDIRTYFROMRENDERSTATE								Data Label
803d47a0			mg_yspd								Data Label
803d3e64			aramZeroBase								Data Label
80143de8			tPOWERS								Data Label
803d22c8			LOGOCAMY								Data Label
803d42f0			__GBAReset								Data Label
803d2830			FRAMES								Data Label
803d489c			FireFlyIntroOldAction								Data Label
803d2994			mech_land_hack								Data Label
803d4a6c			terlistptr								Data Label
801674b4			@269								Data Label
80143458			tABC								Data Label
803d27e0			fadehack								Data Label
803d3fe8			NumInternalRetry								Data Label
801202a8			D3DTEXTUREDIRECTENCODE								Data Label
803d33d8			tracknext								Data Label
803d2bc8			TORPTARGBLEEPTIME								Data Label
803d3be0			__sbss_start								Data Label
803d2884			bgloadanim								Data Label
801446e8			tWRONGDEV								Data Label
803d4bb8			filesNotUsed								Data Label
803d4b48			DropletTID								Data Label
80167a08			@36								Data Label
803d34d0			msize								Data Label
803d2aec			RUMBOSSBARX								Data Label
80214f00			__block_for_stream_status								Data Label
803d32a8			DemoFirstFrame								Data Label
803d4c88			pi								Data Label
8010f440			D3DTEXTUREDIRECTENCODE								Data Label
803d2954			reset.256								Data Label
803d462c			platinum_relics								Data Label
803d5870			zero								Data Label
801269b4			CMD_NGIN								Data Label
8010e878			D3DDIRTYFROMRENDERSTATE								Data Label
802229c0			__AXStudio								Data Label
803d4614			pausestats_frame								Data Label
803d265c			jonwidth2								Data Label
8013849c			NameInputTable								Data Label
80318df0			CLetter								Data Label
803d2760			SLOTPANELSZ								Data Label
80128310			CMD_TENTACLE								Data Label
803d3d30			dynamicWaterForceStepOneTex								Data Label
803d31b0			bytesleft								Data Label
803d3fcc			FatalErrorFlag								Data Label
8021abd8			regs								Data Label
803d4414			TimeTrialWait								Data Label
8016d064			stats								Data Label
803d4808			FireFlyIntroTween								Data Label
8010d498			D3DSIMPLERENDERSTATEENCODE								Data Label
8011aa28			D3DTEXTUREDIRECTENCODE								Data Label
803d42d4			BarnacleEnabled								Data Label
801247e8			CMD_BUTTERFLY								Data Label
8016a00c			GXMpal240Ds								Data Label
80143b78			t2NDBESTTIME								Data Label
80321550			firedrop								Data Label
80136a40			Font3DObjTab								Data Label
8011ccdc			D3DDIRTYFROMTEXTURESTATE								Data Label
8011d3c0			D3DSIMPLERENDERSTATEENCODE								Data Label
803d2590			GAMEINPUTPSY								Data Label
8016a8b8			@242								Data Label
803d263c			force_menu								Data Label
80166080			@359								Data Label
803d3948			ResettingChan								Data Label
80143428			tHIRAGANA								Data Label
801444d8			tGAMELOADED								Data Label
80144598			tTCR_PRESSSTARTTORESUME								Data Label
803d30e4			faceonitem_cnt								Data Label
8032d500			PlrTub								Data Label
8038a4d8			ropemat								Data Label
803d2bcc			TORPTARGFAILBLEEPTIME								Data Label
803d47f4			TubLink								Data Label
803d4bd0			GS_BlendSource								Data Label
80166604			@63								Data Label
803d47b4			WeatherBossDead								Data Label
803d4ea0			one								Data Label
8010cb58			D3DSIMPLERENDERSTATEENCODE								Data Label
803d3400			RemapPtr								Data Label
803d326c			gravdiv								Data Label
803d25e8			PANELMENUX								Data Label
80166178			@363								Data Label
803d24b4			DISCOXOFFSET								Data Label
803d48c8			RumbleCamTweenInterest								Data Label
8012e400			GyroAnim								Data Label
803d4638			bonus_crate_delay								Data Label
803d5724			@126								Data Label
8013c784			ThrowList								Data Label
80356408			freedebkeys								Data Label
803d3c84			fadecol								Data Label
80161da8			REMAP_CRASHTEROIDS								Data Label
803d3c38			bug_splratio								Data Label
803d3fe4			LastError								Data Label
80165c00			@84								Data Label
803d2ff8			edpp_roty								Data Label
80136f38			ForceOfNatureModelList								Data Label
803d2bc4			TornFireY								Data Label
803d3e28			__DTKCurrentTrack								Data Label
803d4850			UsedGliderBulletNum								Data Label
803d5178			PIo2								Data Label
803d5788			@216								Data Label
803d3314			GS_CullMode								Data Label
801356d0			Space_SPACE_2CRYSTALS_PlayList								Data Label
803d4e68			huge								Data Label
8011a584			D3DDIRTYFROMRENDERSTATE								Data Label
803d3150			sys_progs								Data Label
803d4574			ShadRoofY								Data Label
80166490			@98								Data Label
803d46f4			JeepRailCamTween2								Data Label
803d45c0			hubleveltext_pos								Data Label
803d2714			DatSize								Data Label
80169b20			@128								Data Label
803d32e8			DemoStatStrLen								Data Label
803d2548			i_screenwumpa								Data Label
8011a7c8			D3DDIRTYFROMRENDERSTATE								Data Label
8012564c			CMD_PARROT								Data Label
8034cde0			GliderBombCollisionPos								Data Label
803d2e30			WBAKUAKUSCALE								Data Label
801232c8			D3DTEXTUREDIRECTENCODE								Data Label
803d2918			camrotrate								Data Label
803d3d24			vport_inval								Data Label
80136bf2			j_bc								Data Label
80119f88			D3DSIMPLERENDERSTATEENCODE								Data Label
803d3074			glass_enabled								Data Label
803d27a0			pad_play								Data Label
80123598			D3DDIRTYFROMRENDERSTATE								Data Label
803d4610			temp_seconds								Data Label
80165b40			@73								Data Label
803d3ef4			OSExceptionTable								Data Label
803d2600			check_time								Data Label
803d26b4			FOOTJUDDERTIME								Data Label
8016a084			GXMpal240Int								Data Label
803d4a70			CurTerr								Data Label
803d4408			temp_crate_y_floor_adjust								Data Label
803d5904			S4								Data Label
803d3d60			g_dwRenderWidth								Data Label
803d48dc			RumbleCamTweenInterestDest								Data Label
803d443c			bonus_wumpa_wait								Data Label
803d3460			chksize								Data Label
803d4c30			pS3								Data Label
803d2664			sceneinst_pool								Data Label
803d5830			@16								Data Label
80161be0			REMAP_GLOBAL								Data Label
803d3ea8			freq.23								Data Label
8010b0ec			D3DDIRTYFROMTEXTURESTATE								Data Label
8016ca7c			VulnerablePos.524								Data Label
803d465c			bonus_crates_destroyed								Data Label
8013ce50			CrashMoveInfo								Data Label
803d3f14			NumHeaps								Data Label
8012d998			ParrotFeathersAnim								Data Label
8021ad20			...bss.0								Data Label
803d3204			SChan								Data Label
803d4558			maskrot								Data Label
803d3e08			GS_TevStageCount								Data Label
803d48a8			ATLASLOOPVOL								Data Label
80165e98			@52								Data Label
803d275c			SLOTPANELSX								Data Label
803d4b30			NuLgtArcU1								Data Label
803d2f14			ROKBPITCH								Data Label
8012e850			DragonAnim								Data Label
803d45d8			finish_type								Data Label
80169988			LatencyTable								Data Label
80356608			debris_emitter_stack								Data Label
80160630			nutexanimcomtab								Data Label
803d2550			sw_hack								Data Label
803d5138			pio2_1								Data Label
8016cbc0			BitCountTable								Data Label
80169f1c			GXNtsc480Int								Data Label
803d2a10			PANELCRUNCHY								Data Label
80165e44			@51								Data Label
8013c910			creditsrgb								Data Label
803d4a98			ShadRoofPoly								Data Label
8013cee0			CocoMoveInfo								Data Label
803d3fc0			PauseFlag								Data Label
80129e34			punchpos2								Data Label
80345d30			SatelliteList								Data Label
803d40c4			CheckingBits								Data Label
80161cd4			REMAP_ARCTICANTICS								Data Label
803d2588			GAMEINPUTPDY								Data Label
80232800			__CARDBlock								Data Label
801664e4			@112								Data Label
80306e0c			CrateGroup								Data Label
80214fc0			__block_for_set_state								Data Label
803d46c4			temp_cuboid_bounce_angle								Data Label
80133e60			GameCut_WATER_CORTEX								Data Label
803d4654			gempath_lock								Data Label
803250c0			probedpos								Data Label
803d2ee0			BALLBUZZSLOPE								Data Label
80135d2c			HotRocks								Data Label
8011fb04			D3DDIRTYFROMRENDERSTATE								Data Label
803d3a00			@415								Data Label
803d45d4			vtog_action								Data Label
8011d810			D3DDIRTYFROMRENDERSTATE								Data Label
80302a4c			JeepvPos								Data Label
803d2c30			WBTARGSCALE								Data Label
803d56d4			@179								Data Label
803d2878			old_pause_state.234								Data Label
80166574			@60								Data Label
801699c0			CardData								Data Label
803d29dc			plr_tub_tiltlock								Data Label
803d2378			SFX_CHANGER								Data Label
803d242c			gamecut_hack								Data Label
803d3cf4			haze_tid								Data Label
803d4a9c			castroofnum								Data Label
803d3008			do_cameras								Data Label
80137564			IntroModelList								Data Label
803d3c7c			JeepCamY								Data Label
8016ce84			vpc_vport_mtx								Data Label
80169b88			@189								Data Label
8010aad0			D3DSIMPLERENDERSTATEENCODE								Data Label
8013c8c8			creditsdir								Data Label
803ae960			NuLgtArcLaserData								Data Label
803d3344			VersionDisplayFlag								Data Label
8021aa78			WaitingQueue								Data Label
80161cec			REMAP_THEGAUNTLET								Data Label
803d2730			memcard_saveneeded								Data Label
803d34cc			malloctotalram								Data Label
80233238			InputBufferValid								Data Label
803d2294			buglight_distance								Data Label
8016b188			Zenkaku2Code								Data Label
8011f344			D3DTEXTUREDIRECTENCODE								Data Label
803d401c			LastLength								Data Label
80361908			AnimParams								Data Label
803d5848			@55								Data Label
8012d620			HoloUkaUkaAnim								Data Label
803d3954			Spec								Data Label
803d2f10			RUMZOOM								Data Label
80166e18			@804								Data Label
803d32d8			DemoStatIndx								Data Label
80169df0			GXNtsc240Ds								Data Label
803d3e70			nFPS.15								Data Label
803d58dc			C1								Data Label
8013c988			foot_u								Data Label
803d2adc			PAUSEVMUL								Data Label
803d2478			Demo								Data Label
801675d8			@342								Data Label
8023683c			tbuf								Data Label
